protocol_type_encoded,service_encoded,logged_in,count,srv_count,dst_host_count,dst_host_same_src_port_rate,temp0,class
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,55,55,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,509,509,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,509,509,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,509,509,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,509,509,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,509,509,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,61,61,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,509,509,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,509,509,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,509,509,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,421,421,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,509,509,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,424,424,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,509,509,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,428,428,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,67,67,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,509,509,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,444,444,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,509,509,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,461,461,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,462,462,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,465,465,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,509,509,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,509,509,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,470,470,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,471,471,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,509,509,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,509,509,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,95,95,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,509,509,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,96,96,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,509,509,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,509,509,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,509,509,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,100,100,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,509,509,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,489,489,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,491,491,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,497,497,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,498,498,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,508,508,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,509,509,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,509,509,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,509,509,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,509,509,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,509,509,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,509,509,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,511,511,255,1.0,0,1
0,3,0,510,510,255,1.0,0,1
